artist,song,album,album2
Elton John,Love Letters,Duets,Duets
Elton John,Born To Lose,Duets,Duets
Elton John,Duets For One,Duets,Duets
Elton John,My Baby Loves Lovin',Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,Cottonfields,Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,Lady D'Arbanville,Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,Natural Sinner,Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,United We Stand,Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,Spirit In The Sky,Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,Travellin' Band,Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,I Can't Tell The Bottom From The Top,Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,Good Morning Freedom,Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,Young Gifted And Black,Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,In The Summertime,Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,Up Around The Bend,Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,Snake In The Grass,Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,Neanderthal Man,Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,She Sold Me Magic,Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,Come And Get It,Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,Love Of The Common People,Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,"Signed, Sealed, Delivered",Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,It's All In The Game,Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,Yellow River,Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,Sweet Honesty,Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,Day Is Done,Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,Way To Blue,Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,Time Has Told Me,Reg Dwight's Piano Goes Pop,Reg Dwight's Piano Goes Pop
Elton John,Believe,Made In England,Made In England
Elton John,Made In England,Made In England,Made In England
Elton John,House,Made In England,Made In England
Elton John,Cold,Made In England,Made In England
Elton John,Pain,Made In England,Made In England
Elton John,Belfast,Made In England,Made In England
Elton John,Latitude,Made In England,Made In England
Elton John,Please,Made In England,Made In England
Elton John,Man,Made In England,Made In England
Elton John,Lies,Made In England,Made In England
Elton John,Blessed,Made In England,Made In England
Elton John,Long Way From Happiness,The Big Picture,The Big Picture
Elton John,Live Like Horses,The Big Picture,The Big Picture
Elton John,The End Will Come,The Big Picture,The Big Picture
Elton John,If The River Can Bend,The Big Picture,The Big Picture
Elton John,Love's Got A Lot To Answer For,The Big Picture,The Big Picture
Elton John,Something About The Way You Look Tonight,The Big Picture,The Big Picture
Elton John,The Big Picture,The Big Picture,The Big Picture
Elton John,Recover Your Soul,The Big Picture,The Big Picture
Elton John,January,The Big Picture,The Big Picture
Elton John,I Can't Steer My Heart Clear Of You,The Big Picture,The Big Picture
Elton John,Wicked Dreams,The Big Picture,The Big Picture
Elton John,Every Story Is A Love Story,Aida (Original Broadway Cast Recording),Aida (Original Broadway Cast Recording)
Elton John,Fortune Favors The Brave,Aida (Original Broadway Cast Recording),Aida (Original Broadway Cast Recording)
Elton John,The Past Is Another Land,Aida (Original Broadway Cast Recording),Aida (Original Broadway Cast Recording)
Elton John,Another Pyramid,Aida (Original Broadway Cast Recording),Aida (Original Broadway Cast Recording)
Elton John,How I Know You,Aida (Original Broadway Cast Recording),Aida (Original Broadway Cast Recording)
Elton John,My Strongest Suit,Aida (Original Broadway Cast Recording),Aida (Original Broadway Cast Recording)
Elton John,Enchantment Passing Through,Aida (Original Broadway Cast Recording),Aida (Original Broadway Cast Recording)
Elton John,My Strongest Suit (Reprise),Aida (Original Broadway Cast Recording),Aida (Original Broadway Cast Recording)
Elton John,Dance Of The Robe,Aida (Original Broadway Cast Recording),Aida (Original Broadway Cast Recording)
Elton John,Not Me,Aida (Original Broadway Cast Recording),Aida (Original Broadway Cast Recording)
Elton John,Elaborate Lives,Aida (Original Broadway Cast Recording),Aida (Original Broadway Cast Recording)
Elton John,The Gods Love Nubia,Aida (Original Broadway Cast Recording),Aida (Original Broadway Cast Recording)
Elton John,A Step Too Far,Aida (Original Broadway Cast Recording),Aida (Original Broadway Cast Recording)
Elton John,Easy As Life,Aida (Original Broadway Cast Recording),Aida (Original Broadway Cast Recording)
Elton John,"Like Father, Like Son",Aida (Original Broadway Cast Recording),Aida (Original Broadway Cast Recording)
Elton John,Radames' Letter,Aida (Original Broadway Cast Recording),Aida (Original Broadway Cast Recording)
Elton John,How I Know You (Reprise),Aida (Original Broadway Cast Recording),Aida (Original Broadway Cast Recording)
Elton John,Written In The Stars,Aida (Original Broadway Cast Recording),Aida (Original Broadway Cast Recording)
Elton John,I Know The Truth,Aida (Original Broadway Cast Recording),Aida (Original Broadway Cast Recording)
Elton John,Elaborate Lives (Reprise),Aida (Original Broadway Cast Recording),Aida (Original Broadway Cast Recording)
Elton John,Enchantment Passing Through (Reprise),Aida (Original Broadway Cast Recording),Aida (Original Broadway Cast Recording)
Elton John,Every Story Is A Love Story (Reprise),Aida (Original Broadway Cast Recording),Aida (Original Broadway Cast Recording)
Elton John,Philadelphia Freedom,One Night Only,One Night Only
Elton John,Can You Feel The Love Tonight,One Night Only,One Night Only
Elton John,Don't Let The Sun Go Down On Me (Live),One Night Only,One Night Only
Elton John,El Dorado,The Road To El Dorado,The Road To El Dorado
Elton John,Someday Out Of The Blue,The Road To El Dorado,The Road To El Dorado
Elton John,Without Question,The Road To El Dorado,The Road To El Dorado
Elton John,Friends Never Say Goodbye,The Road To El Dorado,The Road To El Dorado
Elton John,The Trail We Blaze,The Road To El Dorado,The Road To El Dorado
Elton John,Sixteenth Century Man,The Road To El Dorado,The Road To El Dorado
Elton John,The Panic In Me,The Road To El Dorado,The Road To El Dorado
Elton John,It's Tough To Be A God,The Road To El Dorado,The Road To El Dorado
Elton John,Trust Me,The Road To El Dorado,The Road To El Dorado
Elton John,My Heart Dances,The Road To El Dorado,The Road To El Dorado
Elton John,Queen Of Cities (El Dorado II),The Road To El Dorado,The Road To El Dorado
Elton John,Perfect Love,The Road To El Dorado,The Road To El Dorado
Elton John,Hey Armadillo,The Road To El Dorado,The Road To El Dorado
Elton John,The Emperor's New Clothes,Songs From The West Coast,Songs From The West Coast
Elton John,Dark Diamond,Songs From The West Coast,Songs From The West Coast
Elton John,Look Ma No Hands,Songs From The West Coast,Songs From The West Coast
Elton John,American Triangle,Songs From The West Coast,Songs From The West Coast
Elton John,Original Sin,Songs From The West Coast,Songs From The West Coast
Elton John,Birds,Songs From The West Coast,Songs From The West Coast
Elton John,I Want Love,Songs From The West Coast,Songs From The West Coast
Elton John,The Wasteland,Songs From The West Coast,Songs From The West Coast
Elton John,Ballad Of The Boy In The Red Shoes,Songs From The West Coast,Songs From The West Coast
Elton John,Love Her Like Me,Songs From The West Coast,Songs From The West Coast
Elton John,Mansfield,Songs From The West Coast,Songs From The West Coast
Elton John,This Train Don't Stop There Anymore,Songs From The West Coast,Songs From The West Coast
Elton John,The North Star,Songs From The West Coast,Songs From The West Coast
Elton John,Weight Of The World,Peachtree Road,Peachtree Road
Elton John,Porch Swing In Tupelo,Peachtree Road,Peachtree Road
Elton John,Answer In The Sky,Peachtree Road,Peachtree Road
Elton John,Turn The Lights Out When You Leave,Peachtree Road,Peachtree Road
Elton John,My Elusive Drug,Peachtree Road,Peachtree Road
Elton John,They Call Her The Cat,Peachtree Road,Peachtree Road
Elton John,Freaks In Love,Peachtree Road,Peachtree Road
Elton John,All That I'm Allowed (I'm Thankful),Peachtree Road,Peachtree Road
Elton John,I Stop And I Breathe,Peachtree Road,Peachtree Road
Elton John,Too Many Tears,Peachtree Road,Peachtree Road
Elton John,It's Getting Dark In Here,Peachtree Road,Peachtree Road
Elton John,I Can't Keep This From You,Peachtree Road,Peachtree Road
Elton John,The Letter,Peachtree Road,Peachtree Road
Elton John,Merry Christmas Maggie Thatcher,Peachtree Road,Peachtree Road
Elton John,Electricity,Peachtree Road,Peachtree Road
Elton John,Postcards From Richard Nixon,The Captain And The Kid,The Captain And The Kid
Elton John,Just Like Noah's Ark,The Captain And The Kid,The Captain And The Kid
Elton John,Wouldn't Have You Any Other Way (NYC),The Captain And The Kid,The Captain And The Kid
Elton John,Tinderbox,The Captain And The Kid,The Captain And The Kid
Elton John,And The House Fell Down,The Captain And The Kid,The Captain And The Kid
Elton John,Blues Never Fade Away,The Captain And The Kid,The Captain And The Kid
Elton John,The Bridge,The Captain And The Kid,The Captain And The Kid
Elton John,I Must Have Lost It On The Wind,The Captain And The Kid,The Captain And The Kid
Elton John,Old '67,The Captain And The Kid,The Captain And The Kid
Elton John,The Captain And The Kid,The Captain And The Kid,The Captain And The Kid
Elton John,If It Wasn't For Bad,The Union,The Union
Elton John,Eight Hundred Dollar Shoes,The Union,The Union
Elton John,Hey Ahab,The Union,The Union
Elton John,Gone To Shiloh,The Union,The Union
Elton John,Hearts Have Turned To Stone,The Union,The Union
Elton John,Jimmie Rodgers' Dream,The Union,The Union
Elton John,There's No Tomorrow,The Union,The Union
Elton John,Monkey Suit,The Union,The Union
Elton John,The Best Part Of The Day,The Union,The Union
Elton John,A Dream Come True,The Union,The Union
Elton John,I Should Have Sent Roses,The Union,The Union
Elton John,When Love Is Dying,The Union,The Union
Elton John,My Kind Of Hell,The Union,The Union
Elton John,Mandalay Again,The Union,The Union
Elton John,Never Too Old (To Hold Somebody),The Union,The Union
Elton John,In The Hands Of Angels,The Union,The Union
Elton John,Oceans Away,The Diving Board,The Diving Board
Elton John,Oscar Wilde Gets Out,The Diving Board,The Diving Board
Elton John,A Town Called Jubilee,The Diving Board,The Diving Board
Elton John,The Ballad Of Blind Tom,The Diving Board,The Diving Board
Elton John,My Quicksand,The Diving Board,The Diving Board
Elton John,Can't Stay Alone Tonight,The Diving Board,The Diving Board
Elton John,Voyeur,The Diving Board,The Diving Board
Elton John,Home Again,The Diving Board,The Diving Board
Elton John,Take This Dirty Water,The Diving Board,The Diving Board
Elton John,The New Fever Waltz,The Diving Board,The Diving Board
Elton John,Mexican Vacation (Kids In The Candlelight),The Diving Board,The Diving Board
Elton John,The Diving Board,The Diving Board,The Diving Board
Elton John,Candlelit Bedroom,The Diving Board,The Diving Board
Elton John,Home Again (Live From Capitol Studios),The Diving Board,The Diving Board
Elton John,Mexican Vacation (Kids In The Candlelight) (Live From Capitol Studios),The Diving Board,The Diving Board
Elton John,The New Fever Waltz (Live From Capitol Studios),The Diving Board,The Diving Board
Elton John,Gauguin Gone Hollywood,The Diving Board,The Diving Board
Elton John,Wonderful Crazy Night,Wonderful Crazy Night,Wonderful Crazy Night
Elton John,In The Name Of You,Wonderful Crazy Night,Wonderful Crazy Night
Elton John,Claw Hammer,Wonderful Crazy Night,Wonderful Crazy Night
Elton John,Blue Wonderful,Wonderful Crazy Night,Wonderful Crazy Night
Elton John,I've Got 2 Wings,Wonderful Crazy Night,Wonderful Crazy Night
Elton John,A Good Heart,Wonderful Crazy Night,Wonderful Crazy Night
Elton John,Looking Up,Wonderful Crazy Night,Wonderful Crazy Night
Elton John,Guilty Pleasure,Wonderful Crazy Night,Wonderful Crazy Night
Elton John,Tambourine,Wonderful Crazy Night,Wonderful Crazy Night
Elton John,The Open Chord,Wonderful Crazy Night,Wonderful Crazy Night
Elton John,Free And Easy,Wonderful Crazy Night,Wonderful Crazy Night
Elton John,England And America,Wonderful Crazy Night,Wonderful Crazy Night
Elton John,Children's Song,Wonderful Crazy Night,Wonderful Crazy Night
Elton John,No Monsters,Wonderful Crazy Night,Wonderful Crazy Night
Elton John,Cold Heart (PNAU Remix),The Lockdown Sessions,The Lockdown Sessions
Elton John,Always Love You,The Lockdown Sessions,The Lockdown Sessions
Elton John,Learn To Fly,The Lockdown Sessions,The Lockdown Sessions
Elton John,After All,The Lockdown Sessions,The Lockdown Sessions
Elton John,Chosen Family (Remix),The Lockdown Sessions,The Lockdown Sessions
Elton John,The Pink Phantom,The Lockdown Sessions,The Lockdown Sessions
Elton John,It's A Sin,The Lockdown Sessions,The Lockdown Sessions
Elton John,Nothing Else Matters,The Lockdown Sessions,The Lockdown Sessions
Elton John,Orbit,The Lockdown Sessions,The Lockdown Sessions
Elton John,Simple Things,The Lockdown Sessions,The Lockdown Sessions
Elton John,Beauty In The Bones,The Lockdown Sessions,The Lockdown Sessions
Elton John,ONE OF ME,The Lockdown Sessions,The Lockdown Sessions
Elton John,E-Ticket,The Lockdown Sessions,The Lockdown Sessions
Elton John,Finish Line,The Lockdown Sessions,The Lockdown Sessions
Elton John,Stolen Car,The Lockdown Sessions,The Lockdown Sessions
Elton John,I'm Not Gonna Miss You,The Lockdown Sessions,The Lockdown Sessions
Elton John,(I'm Gonna) Love Me Again,,(I'm Gonna) Love Me Again
Elton John,2 Fingers Of Whiskey,,2 Fingers Of Whiskey
Elton John,Bennie And The Jets (2018 Version),,Bennie And The Jets (2018 Version)
Elton John,Billy And The Kids,,Billy And The Kids
Elton John,Candle In The Wind 1997,,Candle In The Wind 1997
Elton John,Cartier,,Cartier
Elton John,Circle Of Life,,Circle Of Life
Elton John,Cold Heart (PS1 Remix),,Cold Heart (PS1 Remix)
Elton John,Cold Heart (The Blessed Madonna Remix),,Cold Heart (The Blessed Madonna Remix)
Elton John,Did Anybody Sleep With Joan Of Arc?,,Did Anybody Sleep With Joan Of Arc?
Elton John,Easier To Walk Away,,Easier To Walk Away
Elton John,Going Home (Piano Demo),,Going Home (Piano Demo)
Elton John,"Hello, Hello",,"Hello, Hello"
Elton John,Here's To The Next Time,,Here's To The Next Time
Elton John,Ho! Ho! Ho! (Who'd Be A Turkey At Christmas),,Ho! Ho! Ho! (Who'd Be A Turkey At Christmas)
Elton John,I Can't Go On Living Without You,,I Can't Go On Living Without You
Elton John,I Just Can't Wait To Be King,,I Just Can't Wait To Be King
Elton John,Les Aveux,,Les Aveux
Elton John,Love Builds A Garden,,Love Builds A Garden
Elton John,Love So Cold,,Love So Cold
Elton John,Medicine Man,,Medicine Man
Elton John,Merry Christmas,,Merry Christmas
Elton John,Never Too Late,,Never Too Late
Elton John,No Valentines,,No Valentines
Elton John,Regimental Sgt. Zippo,,Regimental Sgt. Zippo
Elton John,Rock Me When He's Gone,,Rock Me When He's Gone
Elton John,Sad,,Sad
Elton John,Sausage Rolls For Everyone,,Sausage Rolls For Everyone
Elton John,Sing Me No Sad Songs,,Sing Me No Sad Songs
Elton John,Sister Of The Cross (Piano Demo),,Sister Of The Cross (Piano Demo)
Elton John,Snow Queen,,Snow Queen
Elton John,So Sad The Renegade,,So Sad The Renegade
Elton John,Someone To Watch Over Me / Love Is Here To Stay,,Someone To Watch Over Me / Love Is Here To Stay
Elton John,Steal Away Child,,Steal Away Child
Elton John,Thank You Mama (Piano Demo),,Thank You Mama (Piano Demo)
Elton John,The Drover’s Ballad,,The Drover’s Ballad
Elton John,Things Only Get Better With Love,,Things Only Get Better With Love
Elton John,Watching The Planes Go By,,Watching The Planes Go By
Elton John,White Man Danger,,White Man Danger
Elton John,You Can Make History (Young Again),,You Can Make History (Young Again)
Elton John,You Gotta Love Someone,,You Gotta Love Someone
Elton John,Young Dumb & Broke,,Young Dumb & Broke
USA for Africa,Something's Burning,Something's Burning,Something's Burning
USA for Africa,She Even Woke Me Up To Say Goodbye,Something's Burning,Something's Burning
USA for Africa,My Washington Woman,Something's Burning,Something's Burning
USA for Africa,Just Remember You're My Sunshine,Something's Burning,Something's Burning
USA for Africa,A Stranger In My Place,Love Is What We Make It,Love Is What We Make It
USA for Africa,Momma's Waiting,Love Or Something Like It,Love Or Something Like It
USA for Africa,Elvira,Something's Burning,Something's Burning
USA for Africa,Tell It All Brother,Tell It All Brother,Tell It All Brother
USA for Africa,Shine On Ruby Mountain,Tell It All Brother,Tell It All Brother
USA for Africa,King Of Oak Street,The Gambler,The Gambler
USA for Africa,I'm Gonna Sing You A Sad Song Susie,Tell It All Brother,Tell It All Brother
USA for Africa,Heed The Call,Tell It All Brother,Tell It All Brother
USA for Africa,Molly,Tell It All Brother,Tell It All Brother
USA for Africa,After All (I Live My Life),Tell It All Brother,Tell It All Brother
USA for Africa,We All Got To Help Each Other,Tell It All Brother,Tell It All Brother
USA for Africa,All God's Lonely Children,Transition,Transition
USA for Africa,Lay It Down,Transition,Transition
USA for Africa,Tulsa Turnaround,Kenny,Kenny
USA for Africa,Poem For My Little Lady,Transition,Transition
USA for Africa,For The Good Times,Transition,Transition
USA for Africa,Two Little Boys,Transition,Transition
USA for Africa,Love Lifted Me,,Love Lifted Me
USA for Africa,"Abraham, Martin And John / Precious Memories",Love Lifted Me,Love Lifted Me
